"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"ENSG00000111335",911.925837165622,3.3472607380923,0.378877591111452,2.79607518594793e-20,9.10144664098954e-18,TRUE,"UP"
"ENSG00000168394",1788.921330681,3.26501757292111,0.370339300614265,3.50398022042429e-20,1.12275191219127e-17,TRUE,"UP"
"ENSG00000162654",1445.02539933584,4.38124270481303,0.497738685860161,3.56623190889801e-20,1.12511873470418e-17,TRUE,"UP"
"ENSG00000103522",127.618189962216,5.45109990006723,0.618623622862887,3.88984178456056e-20,1.20862099206036e-17,TRUE,"UP"
"ENSG00000124256",113.630477251908,4.73259998097127,0.541618252909814,7.20989698706208e-20,2.20676653005495e-17,TRUE,"UP"
"ENSG00000115165",408.433292709947,3.35828568976769,0.385781687967775,8.74937128034181e-20,2.63857877714661e-17,TRUE,"UP"
"ENSG00000177272",160.348549360168,4.08994859425725,0.471465863596967,9.89604155163129e-20,2.89911605856147e-17,TRUE,"UP"
"ENSG00000243466",1695.75256013319,4.14894033665559,0.478116475798619,9.8243967909634e-20,2.89911605856147e-17,TRUE,"UP"
"ENSG00000147138",119.978443562476,4.30135955391311,0.499034351976736,1.7217061027858e-19,4.90375375692062e-17,TRUE,"UP"
"ENSG00000211938",1214.81499495084,3.45543860864785,0.400808298827424,1.71747944556306e-19,4.90375375692062e-17,TRUE,"UP"
"ENSG00000244437",973.796737325716,3.92434913864406,0.456045697175099,1.76831911789441e-19,4.96752330830969e-17,TRUE,"UP"
"ENSG00000181847",222.924642169694,4.76618979893895,0.554192221939639,2.41387878191889e-19,6.66895999778098e-17,TRUE,"UP"
"ENSG00000282122",234.598649890962,4.22965982391672,0.493183765760896,2.43903057411408e-19,6.66895999778098e-17,TRUE,"UP"
"ENSG00000211934",110.479434833292,5.84304804629999,0.682581714127452,2.83635645164266e-19,7.65331075708369e-17,TRUE,"UP"
"ENSG00000012124",262.943181315769,4.42428130982142,0.517032989999862,3.0952713527079e-19,8.243471380517e-17,TRUE,"UP"
"ENSG00000140853",1114.59387316628,3.00348707056576,0.350582744234825,3.8398808482512e-19,1.00954405839856e-16,TRUE,"UP"
"ENSG00000082074",589.894737768493,3.1164871760603,0.365120354164015,4.61761252666017e-19,1.19865038081291e-16,TRUE,"UP"
"ENSG00000177455",121.344281818672,6.44850576969038,0.765201088774496,4.79041236221844e-19,1.22796232890017e-16,TRUE,"UP"
"ENSG00000242371",738.500422194153,3.35344740833233,0.394635057251844,5.33894525518169e-19,1.35167593022236e-16,TRUE,"UP"
"ENSG00000173335",182.871412877034,7.35432018481471,0.895891253612727,6.79247416641788e-19,1.69869838696014e-16,TRUE,"UP"
"ENSG00000277856",293.475347341399,8.64684483631162,1.1039670328782,1.02084597476763e-18,2.52222751862166e-16,TRUE,"UP"
"ENSG00000206337",723.994612332525,2.50162680353625,0.297256454403635,1.49797795636354e-18,3.65702785132703e-16,TRUE,"UP"
"ENSG00000167984",226.650008117311,3.57122873578258,0.427894429090727,1.72443276331075e-18,4.16034619731925e-16,TRUE,"UP"
"ENSG00000211669",397.624775163817,4.95980201701883,0.592906732983723,1.86218156661813e-18,4.44043690542302e-16,TRUE,"UP"
"ENSG00000172061",261.678509581998,3.50775545836687,0.423445589362372,2.9950638749463e-18,7.05974423948549e-16,TRUE,"UP"
"ENSG00000118503",925.49801797861,2.47065630810417,0.296714448095053,3.07200462971948e-18,7.15881806155199e-16,TRUE,"UP"
"ENSG00000132530",512.27018705142,2.94320783558533,0.354657720334738,3.90398748154094e-18,8.99540126786068e-16,TRUE,"UP"
"ENSG00000105369",317.616989647171,3.96370280649225,0.481362227020228,4.17835513473834e-18,9.52061430534213e-16,TRUE,"UP"
"ENSG00000245164",125.837570148797,4.81810300371606,0.583447312195908,4.42446040536163e-18,9.97059445414845e-16,TRUE,"UP"
"ENSG00000182162",178.117207036037,3.62244625531692,0.440853712614832,5.00125819237027e-18,1.11479132337975e-15,TRUE,"UP"
"ENSG00000160185",80.0635500920349,4.48921873706391,0.546799701103718,5.93430648731344e-18,1.3085464853262e-15,TRUE,"UP"
"ENSG00000211898",112.935771674065,4.40655884454534,0.538318526883998,7.03523746836425e-18,1.53480441238027e-15,TRUE,"UP"
"ENSG00000198286",249.682272021042,3.15044967785192,0.384412816997618,7.92541793734787e-18,1.7108057435915e-15,TRUE,"UP"
"ENSG00000211935",203.496910873788,2.93787855266745,0.359890733591793,1.20176223897095e-17,2.56713939943513e-15,TRUE,"UP"
"ENSG00000139626",137.232038681176,3.78472358341225,0.467148418531515,1.25053168995474e-17,2.64377869751565e-15,TRUE,"UP"
"ENSG00000162739",202.955746417788,3.78983703768645,0.467933642597471,1.27751169498235e-17,2.67325840091868e-15,TRUE,"UP"
"ENSG00000163534",107.327761494033,6.70380782785014,0.841013921148951,1.40793833401231e-17,2.91642337531216e-15,TRUE,"UP"
"ENSG00000107742",574.282553471245,3.34204485243683,0.413468211933206,1.74067860165743e-17,3.5696096084189e-15,TRUE,"UP"
"ENSG00000078589",124.240043932734,4.06804670982632,0.505646620470289,2.01421092638229e-17,4.08964588785363e-15,TRUE,"UP"
"ENSG00000060718",106.131633346753,6.24712524969854,0.783121533824015,2.42212401592484e-17,4.869656587703e-15,TRUE,"UP"
"ENSG00000182866",351.532191358252,3.56673395628229,0.444597981053136,2.52835466839422e-17,5.03388050337477e-15,TRUE,"UP"
"ENSG00000117228",1305.17034875509,2.94148259340495,0.365323251044472,2.97551106474791e-17,5.86719282738321e-15,TRUE,"UP"
"ENSG00000079263",156.531704290095,4.10222668036025,0.513135743578774,3.06219743690113e-17,5.98061741319348e-15,TRUE,"UP"
"ENSG00000140968",549.154903052446,2.85561352547387,0.354833826028788,3.21261531989992e-17,6.21519833633845e-15,TRUE,"UP"
"ENSG00000100453",97.0174726140518,4.58741742500625,0.573612259059535,3.46978048687437e-17,6.64998022844231e-15,TRUE,"UP"
"ENSG00000005844",669.765095157728,3.22491194746275,0.403565641126795,3.98412352797782e-17,7.56503899891123e-15,TRUE,"UP"
"ENSG00000026751",461.832754785401,3.56389250118447,0.447887584835774,4.29342000156395e-17,8.07753797908918e-15,TRUE,"UP"
"ENSG00000091490",548.14541973535,2.74695736598918,0.342935096930653,4.49145933407135e-17,8.37330514216375e-15,TRUE,"UP"
"ENSG00000282639",197.379531418658,3.73259291423561,0.47083589604451,5.18450798539033e-17,9.57826173481077e-15,TRUE,"UP"
"ENSG00000134539",83.1917511923822,3.83972149030943,0.49029375968952,1.10331260066299e-16,2.02014566980322e-14,TRUE,"UP"
"ENSG00000168685",1056.0831864989,3.68201750157503,0.470801551530978,1.22959789410257e-16,2.23144814286383e-14,TRUE,"UP"
"ENSG00000167286",220.268653231848,3.74870037469764,0.480469074250781,1.40516528439851e-16,2.52769513045266e-14,TRUE,"UP"
"ENSG00000172215",148.992951887147,3.80560154586917,0.488904166852525,1.61101819219015e-16,2.87279565802117e-14,TRUE,"UP"
"ENSG00000122188",92.5423364819491,4.73137273239746,0.608608222923311,2.11921873209289e-16,3.74644987405421e-14,TRUE,"UP"
"ENSG00000135074",264.025691628567,3.22520326169419,0.414992484086041,2.28238457289768e-16,3.97759396042148e-14,TRUE,"UP"
"ENSG00000089012",71.9506327859284,5.94252547291363,0.769038124445006,2.28876036148503e-16,3.97759396042148e-14,TRUE,"UP"
"ENSG00000115085",439.099468183603,3.35591456083705,0.434169880575869,2.91490140971632e-16,5.02318346294559e-14,TRUE,"UP"
"ENSG00000137959",718.645886517242,2.97243089838571,0.383866354717181,3.37505556959968e-16,5.76768871381505e-14,TRUE,"UP"
"ENSG00000057657",269.358551989951,2.6982679716861,0.348707038705133,3.84164516812641e-16,6.51079483163375e-14,TRUE,"UP"
"ENSG00000104814",220.292731186771,2.76524433073123,0.35747505307748,3.8988439493033e-16,6.55357318593137e-14,TRUE,"UP"
"ENSG00000104415",99.9908750884084,3.11907297459954,0.40527099443361,4.42663592926769e-16,7.38024577247906e-14,TRUE,"UP"
"ENSG00000136573",64.0986388584341,5.24151303567152,0.683475554773671,4.96366357838847e-16,8.20885879048486e-14,TRUE,"UP"
"ENSG00000173200",190.494168541338,4.27717403455024,0.559654738652966,5.15185672445444e-16,8.45193006787097e-14,TRUE,"UP"
"ENSG00000110777",274.133517020572,3.0406070267193,0.396238454999455,5.55518002388312e-16,9.04127593252151e-14,TRUE,"UP"
"ENSG00000242076",1857.70201115734,4.9308797867257,0.645358528576316,6.16752618014444e-16,9.65476789131467e-14,TRUE,"UP"
"ENSG00000163508",123.234060939729,3.919337344123,0.514908554606794,6.15126995863687e-16,9.65476789131467e-14,TRUE,"UP"
"ENSG00000204252",512.359032050267,2.44029406858019,0.318545545698057,6.04116015033265e-16,9.65476789131467e-14,TRUE,"UP"
"ENSG00000105967",211.05140024842,3.25071517987533,0.425224831055093,6.02911908751155e-16,9.65476789131467e-14,TRUE,"UP"
"ENSG00000120217",512.36972619565,4.53463227682412,0.594360996226048,6.14527395721385e-16,9.65476789131467e-14,TRUE,"UP"
"ENSG00000211659",258.416173520304,3.68271118609103,0.484107613696316,6.53020753975969e-16,1.01450731831706e-13,TRUE,"UP"
"ENSG00000159753",182.11363790169,3.83543817878067,0.504722764561735,6.79063076655355e-16,1.04703357240386e-13,TRUE,"UP"
"ENSG00000078081",122.773439096225,3.87280515929191,0.509956138355973,7.02964958274879e-16,1.07579868651813e-13,TRUE,"UP"
"ENSG00000143851",218.77334928289,3.47256104616926,0.457856548311298,8.41534743595906e-16,1.27832244347565e-13,TRUE,"UP"
"ENSG00000274576",98.2866240272822,3.55857355273259,0.472073014449064,1.15426936070769e-15,1.7404854250024e-13,TRUE,"UP"
"ENSG00000167483",69.925159799866,4.82671575516363,0.639741180375786,1.25701060111485e-15,1.88157053993155e-13,TRUE,"UP"
"ENSG00000197172",118.534134729598,8.76349899648936,1.28439211317055,1.38349140548702e-15,2.05588827915379e-13,TRUE,"UP"
"ENSG00000197471",169.062123568331,2.85228154578952,0.37983972818442,2.1423002902226e-15,3.16058647853201e-13,TRUE,"UP"
"ENSG00000122122",330.162492734874,2.75544997161983,0.36818341359246,2.64551719816254e-15,3.87511579876566e-13,TRUE,"UP"
"ENSG00000065413",362.215833871118,2.53613119224577,0.339739581575249,2.87156372659901e-15,4.17639413768552e-13,TRUE,"UP"
"ENSG00000066294",398.325267118359,2.96317860477755,0.39766662933355,3.146111373815e-15,4.54347224949466e-13,TRUE,"UP"
"ENSG00000055163",333.995782396842,2.61725414363647,0.353287544927851,4.55685967684277e-15,6.53479170580522e-13,TRUE,"UP"
"ENSG00000116852",244.727999417983,2.75938631068537,0.372476226534338,4.64210378908362e-15,6.56521533811985e-13,TRUE,"UP"
"ENSG00000121966",1654.59893045636,2.69371126395218,0.363594677814466,4.62989597000908e-15,6.56521533811985e-13,TRUE,"UP"
"ENSG00000163519",64.7357790059018,4.95348224301282,0.673190792438844,5.13184960932596e-15,7.20813972181147e-13,TRUE,"UP"
"ENSG00000153283",214.233503645295,3.7101390379567,0.505935128650459,5.17093951551893e-15,7.21363650644536e-13,TRUE,"UP"
"ENSG00000076641",195.460869097891,3.10797060654328,0.422753059068951,6.06633023421483e-15,8.40555635898942e-13,TRUE,"UP"
"ENSG00000211967",81.7181785795443,3.57692509104778,0.489456221831604,6.4808288305271e-15,8.91962126359861e-13,TRUE,"UP"
"ENSG00000100351",124.530860849825,3.15902621664213,0.431401286669226,7.27913286652216e-15,9.95154517958466e-13,TRUE,"UP"
"ENSG00000166501",233.133476482631,3.16278694402329,0.432664602813373,7.97375253958342e-15,1.08289896244528e-12,TRUE,"UP"
"ENSG00000280411",104.967556417954,4.24581748269882,0.584059434271401,8.46805610766156e-15,1.14246333289352e-12,TRUE,"UP"
"ENSG00000183813",105.263494574381,4.77473641407611,0.658871553252532,1.13117789326648e-14,1.51614804295528e-12,TRUE,"UP"
"ENSG00000211638",503.938491242603,3.02521076551825,0.416235580427393,1.17873473924604e-14,1.56963073361809e-12,TRUE,"UP"
"ENSG00000134516",602.893498361637,2.63258785069181,0.361732785078827,1.18968306314138e-14,1.57398906940905e-12,TRUE,"UP"
"ENSG00000111331",1222.47095706155,3.2855618971987,0.453997788318985,1.26289491539532e-14,1.66014013012896e-12,TRUE,"UP"
"ENSG00000168594",115.682019666216,6.39274420517194,0.898058451895839,1.28276435232125e-14,1.67551901739183e-12,TRUE,"UP"
"ENSG00000102096",401.483396572229,2.63281943422511,0.364023039777934,1.64809710998107e-14,2.12563065625042e-12,TRUE,"UP"
"ENSG00000172349",386.82890445793,2.58721633534539,0.357847681471065,1.64804548149864e-14,2.12563065625042e-12,TRUE,"UP"
"ENSG00000211943",816.450869172159,3.93325444077383,0.550723134725622,2.0599959983554e-14,2.64027112114214e-12,TRUE,"UP"
"ENSG00000185811",343.564226726591,2.85491449465065,0.399173496779776,2.93235099860689e-14,3.73501378437463e-12,TRUE,"UP"
"ENSG00000164691",249.419074956764,2.70029797374739,0.379509725228907,3.86517626572387e-14,4.89278825192589e-12,TRUE,"UP"
"ENSG00000271503",973.299367672932,3.08030486126028,0.434468726925797,4.12861847478999e-14,5.19420730444897e-12,TRUE,"UP"
"ENSG00000132704",74.8089467221203,6.16562097686825,0.883085447645174,4.28858772503248e-14,5.36256515105129e-12,TRUE,"UP"
"ENSG00000139193",100.527504046825,3.86740374940451,0.550468903912359,4.75503804012397e-14,5.90979182356498e-12,TRUE,"UP"
"ENSG00000121807",207.724926350356,2.81021926322863,0.396770372929048,4.8467414298311e-14,5.98747750009315e-12,TRUE,"UP"
"ENSG00000115414",11046.1108262632,1.86748000494142,0.271748332582555,6.17255190466405e-14,7.57967197059555e-12,TRUE,"UP"
"ENSG00000111801",547.516278466559,1.96863057485649,0.285315090758799,6.28723375178879e-14,7.67454181832933e-12,TRUE,"UP"
"ENSG00000109943",59.5399035262773,3.82174684036062,0.548851511327205,7.43116022906872e-14,9.01720726730842e-12,TRUE,"UP"
"ENSG00000143297",214.03659812243,3.63823589883189,0.522597618291398,7.76713611115977e-14,9.36945060185609e-12,TRUE,"UP"
"ENSG00000211950",49.4537154936927,4.56340351965396,0.654852027602864,7.87519449958404e-14,9.44424640953041e-12,TRUE,"UP"
"ENSG00000240382",899.552824423068,3.95013209993229,0.570878006086569,1.00572138386907e-13,1.19908886156994e-11,TRUE,"UP"
"ENSG00000211972",88.7935049345344,3.93157978201291,0.569089061072229,1.08501359929921e-13,1.28614877923867e-11,TRUE,"UP"
"ENSG00000211952",91.9051894802646,3.20820051773085,0.462169665870625,1.09141655465343e-13,1.28630340725735e-11,TRUE,"UP"
"ENSG00000124203",94.1261756139842,3.58684129747238,0.519147446437271,1.14299573228203e-13,1.339395056109e-11,TRUE,"UP"
"ENSG00000167895",610.189564792933,3.16016396152713,0.456455970787523,1.27464941415472e-13,1.48518383727675e-11,TRUE,"UP"
"ENSG00000196735",2217.51619571025,2.58865250054857,0.373873752117449,1.41566383502896e-13,1.64017052344287e-11,TRUE,"UP"
"ENSG00000101082",81.5012914280444,3.91726059024456,0.570400339190434,1.44444523995037e-13,1.66411452447541e-11,TRUE,"UP"
"ENSG00000175463",356.176759659382,2.99318868931951,0.432869312915179,1.4752027213346e-13,1.6900548718664e-11,TRUE,"UP"
"ENSG00000122224",89.1034601297145,3.69439733011514,0.538515762458561,1.55912471761785e-13,1.77627614356606e-11,TRUE,"UP"
"ENSG00000153064",149.709818221542,4.12517767407803,0.60302428218573,1.76025512964544e-13,1.97330174533745e-11,TRUE,"UP"
"ENSG00000026950",796.149071422198,1.98334215535692,0.293609390126717,1.75293520207527e-13,1.97330174533745e-11,TRUE,"UP"
"ENSG00000136167",2085.86413513034,2.33635438853637,0.340815992605271,1.76093148386772e-13,1.97330174533745e-11,TRUE,"UP"
"ENSG00000132185",68.9741628631613,4.58032564111775,0.672262909542922,2.31187081739711e-13,2.57660515501971e-11,TRUE,"UP"
"ENSG00000186265",56.1549177065066,5.17377476929202,0.759910218385693,2.4677448967459e-13,2.73546187013882e-11,TRUE,"UP"
"ENSG00000173193",1246.96580260216,2.34176002806217,0.344176423298656,2.51011679899879e-13,2.7674712471542e-11,TRUE,"UP"
"ENSG00000110324",652.317068260349,2.31922416106835,0.341782342259329,2.74538233842011e-13,3.01067142320755e-11,TRUE,"UP"
"ENSG00000123338",702.539868296428,2.51519896706417,0.369529465552661,2.99615524404773e-13,3.26819976540888e-11,TRUE,"UP"
"ENSG00000211964",236.462859420054,2.98458829094138,0.438814633557834,3.21971949154232e-13,3.49348082608775e-11,TRUE,"UP"
"ENSG00000211899",7457.59958281597,2.55873541116027,0.376460584015676,3.29826082886674e-13,3.55986499039843e-11,TRUE,"UP"
"ENSG00000172543",171.404237484507,2.90841346471746,0.428738931213576,3.73693862416814e-13,4.01221991444063e-11,TRUE,"UP"
"ENSG00000110665",106.617233256204,2.77007656474092,0.408969068810827,4.10478071272775e-13,4.38420510812021e-11,TRUE,"UP"
"ENSG00000117090",98.1307858691813,3.39345549249727,0.504955102219412,4.54370649419273e-13,4.827864718985e-11,TRUE,"UP"
"ENSG00000105639",589.688679529768,2.8835263748983,0.427446405921629,4.85230197734807e-13,5.12918333244726e-11,TRUE,"UP"
"ENSG00000160180",162.196315195993,-2.53428756017465,0.376328168719068,4.93048876189379e-13,5.18510425846954e-11,TRUE,"DOWN"
"ENSG00000163599",100.095610730221,3.62128124751141,0.542820849058091,5.80625925934867e-13,6.04410957520118e-11,TRUE,"UP"
"ENSG00000185477",222.867747053822,2.60484567495978,0.387850313269444,5.80271558702138e-13,6.04410957520118e-11,TRUE,"UP"
"ENSG00000121281",222.435199223201,3.26274212812334,0.487578101897046,5.88331420025869e-13,6.09339011639924e-11,TRUE,"UP"
"ENSG00000177807",59.1019163127156,5.59267762985461,0.840883550373197,6.15839303503302e-13,6.34623949595086e-11,TRUE,"UP"
"ENSG00000104894",437.739297632418,2.6315643717508,0.393623783416044,7.19146937158487e-13,7.37377312015455e-11,TRUE,"UP"
"ENSG00000187862",53.8034404289077,5.51347597076775,0.831861111611174,7.43645274585136e-13,7.5494721019393e-11,TRUE,"UP"
"ENSG00000211660",354.287460966954,2.6483257699075,0.396334230908406,7.40163181432986e-13,7.5494721019393e-11,TRUE,"UP"
"ENSG00000127152",142.073599608028,2.73470302931013,0.4098256517968,8.01044049508936e-13,8.09212331196046e-11,TRUE,"UP"
"ENSG00000152766",131.332103577721,3.11189323796835,0.468113299729745,8.53610741053077e-13,8.58088013077228e-11,TRUE,"UP"
"ENSG00000211651",263.330939832587,2.23762297010296,0.339730469629337,8.98931800982136e-13,8.99238753304423e-11,TRUE,"UP"
"ENSG00000177409",714.678873088078,2.31545562485226,0.350809205631233,9.32149750699861e-13,9.27941501825342e-11,TRUE,"UP"
"ENSG00000069424",464.772157116009,2.19120726929368,0.334625084108922,1.06058555978837e-12,1.05069700843382e-10,TRUE,"UP"
"ENSG00000152495",76.2856869975627,3.16494654918734,0.479256999820983,1.11248562501567e-12,1.09681455347098e-10,TRUE,"UP"
"ENSG00000135114",179.137812322823,3.87956006337669,0.591683097960459,1.19597300770439e-12,1.17348413727244e-10,TRUE,"UP"
"ENSG00000158714",96.4894006781536,3.96194814801535,0.604676983808824,1.23046493149183e-12,1.20157830238586e-10,TRUE,"UP"
"ENSG00000137078",66.9698344846188,3.42024631610828,0.521303308398366,1.30616727344983e-12,1.26945840173629e-10,TRUE,"UP"
"ENSG00000159958",78.4702325751575,3.75810233101175,0.574741898295511,1.36603675786317e-12,1.32138282044812e-10,TRUE,"UP"
"ENSG00000134954",1566.71158870488,2.33558516557928,0.359294503876446,1.83256926017767e-12,1.76434262058514e-10,TRUE,"UP"
